16.08.2019;Bayern;0;Hertha BSC;0;24;Hertha BSC;marko;grujic;36;Hertha BSC;marko;grujic;39;Hertha BSC;marko;grujic;60;Hertha BSC;marko;grujic;24;Bayern;robert;lewandowski;36;Bayern;robert;lewandowski;39;Bayern;robert;lewandowski;60;Bayern;robert;lewandowski;24;Hertha BSC;dodi;lukebakio;36;Hertha BSC;dodi;lukebakio;39;Hertha BSC;dodi;lukebakio;60;Hertha BSC;dodi;lukebakio;
17.08.2019;Bremen;0;Düsseldorf;0;36;Düsseldorf;kaan;ayhan;47;Düsseldorf;kaan;ayhan;52;Düsseldorf;kaan;ayhan;64;Düsseldorf;kaan;ayhan;36;Bremen;johannes;eggestein;47;Bremen;johannes;eggestein;52;Bremen;johannes;eggestein;64;Bremen;johannes;eggestein;36;Düsseldorf;rouwen;hennings;47;Düsseldorf;rouwen;hennings;52;Düsseldorf;rouwen;hennings;64;Düsseldorf;rouwen;hennings;36;Düsseldorf;kenan;karaman;47;Düsseldorf;kenan;karaman;52;Düsseldorf;kenan;karaman;64;Düsseldorf;kenan;karaman;
17.08.2019;Freiburg;0;Mainz;0;81;Freiburg;lucas;holer;84;Freiburg;lucas;holer;87;Freiburg;lucas;holer;81;Freiburg;jonathan;schmid;84;Freiburg;jonathan;schmid;87;Freiburg;jonathan;schmid;81;Freiburg;luca;waldschmidt;84;Freiburg;luca;waldschmidt;87;Freiburg;luca;waldschmidt;
17.08.2019;Dortmund;0;Augsburg;0;1;Dortmund;paco;alcacer;3;Dortmund;paco;alcacer;51;Dortmund;paco;alcacer;57;Dortmund;paco;alcacer;59;Dortmund;paco;alcacer;82;Dortmund;paco;alcacer;1;Dortmund;julian;brandt;3;Dortmund;julian;brandt;51;Dortmund;julian;brandt;57;Dortmund;julian;brandt;59;Dortmund;julian;brandt;82;Dortmund;julian;brandt;1;Augsburg;florian;niederlechner;3;Augsburg;florian;niederlechner;51;Augsburg;florian;niederlechner;57;Augsburg;florian;niederlechner;59;Augsburg;florian;niederlechner;82;Augsburg;florian;niederlechner;1;Dortmund;marco;reus;3;Dortmund;marco;reus;51;Dortmund;marco;reus;57;Dortmund;marco;reus;59;Dortmund;marco;reus;82;Dortmund;marco;reus;1;Dortmund;jadon;sancho;3;Dortmund;jadon;sancho;51;Dortmund;jadon;sancho;57;Dortmund;jadon;sancho;59;Dortmund;jadon;sancho;82;Dortmund;jadon;sancho;
17.08.2019;Leverkusen;0;Paderborn;0;10;Leverkusen;leon;bailey;15;Leverkusen;leon;bailey;19;Leverkusen;leon;bailey;25;Leverkusen;leon;bailey;69;Leverkusen;leon;bailey;10;Leverkusen;kai;havertz;15;Leverkusen;kai;havertz;19;Leverkusen;kai;havertz;25;Leverkusen;kai;havertz;69;Leverkusen;kai;havertz;10;Paderborn;streli;mamba;15;Paderborn;streli;mamba;19;Paderborn;streli;mamba;25;Paderborn;streli;mamba;69;Paderborn;streli;mamba;10;Paderborn;sven;michel;15;Paderborn;sven;michel;19;Paderborn;sven;michel;25;Paderborn;sven;michel;69;Paderborn;sven;michel;10;Leverkusen;kevin;volland;15;Leverkusen;kevin;volland;19;Leverkusen;kevin;volland;25;Leverkusen;kevin;volland;69;Leverkusen;kevin;volland;
17.08.2019;Wolfsburg;0;Köln;0;16;Wolfsburg;maximilian;arnold;60;Wolfsburg;maximilian;arnold;90;Wolfsburg;maximilian;arnold;16;Köln;simon;terodde;60;Köln;simon;terodde;90;Köln;simon;terodde;16;Wolfsburg;wout;weghorst;60;Wolfsburg;wout;weghorst;90;Wolfsburg;wout;weghorst;
17.08.2019;Mönchengladbach;0;Schalke;0;
18.08.2019;Frankfurt;0;Hoffenheim;0;1;Frankfurt;martin;hinteregger;
18.08.2019;Union Berlin;0;RB Leipzig;0;16;RB Leipzig;marcel;halstenberg;31;RB Leipzig;marcel;halstenberg;42;RB Leipzig;marcel;halstenberg;69;RB Leipzig;marcel;halstenberg;16;RB Leipzig;christopher;nkunku;31;RB Leipzig;christopher;nkunku;42;RB Leipzig;christopher;nkunku;69;RB Leipzig;christopher;nkunku;16;RB Leipzig;marcel;sabitzer;31;RB Leipzig;marcel;sabitzer;42;RB Leipzig;marcel;sabitzer;69;RB Leipzig;marcel;sabitzer;16;RB Leipzig;timo;werner;31;RB Leipzig;timo;werner;42;RB Leipzig;timo;werner;69;RB Leipzig;timo;werner;
23.08.2019;Köln;0;Dortmund;0;29;Dortmund;paco;alcacer;70;Dortmund;paco;alcacer;86;Dortmund;paco;alcacer;90;Dortmund;paco;alcacer;29;Köln;dominick;drexler;70;Köln;dominick;drexler;86;Köln;dominick;drexler;90;Köln;dominick;drexler;29;Dortmund;achraf;hakimi;70;Dortmund;achraf;hakimi;86;Dortmund;achraf;hakimi;90;Dortmund;achraf;hakimi;29;Dortmund;jadon;sancho;70;Dortmund;jadon;sancho;86;Dortmund;jadon;sancho;90;Dortmund;jadon;sancho;
